# id;truck;length;width;weight;
81603;3;1;1;1;
81604;91;3;2;1;
81605;77;3;3;1;
81606;163;8;5;1;
81607;54;3;1;1;
81608;81;10;6;1;
81609;173;10;4;1;
81610;141;3;2;1;
81611;13;7;1;1;
81612;140;6;4;1;
81613;114;10;10;1;
81614;38;2;2;1;
81615;77;3;1;1;
81616;74;1;1;1;
81617;106;2;1;1;
81618;87;1;1;1;
81619;75;2;1;1;
81620;55;2;1;1;
81621;74;1;1;306;
81622;124;3;3;1;
81623;41;3;2;1;
81624;87;2;1;1;
81625;18;3;2;1;
81626;92;2;2;1;
81627;42;7;1;1;
81628;193;3;1;1;
81629;160;2;1;1;
81630;61;5;1;1;
81631;101;1;1;1;
81632;16;4;2;1;
81633;74;1;1;1;
81634;8;10;10;1;
81635;143;1;1;1;
81636;104;2;1;1;
81637;14;3;1;1;
81638;109;4;3;1;
81639;81;3;3;1;
81640;24;3;1;294;
81641;196;3;2;1;
81642;23;1;1;1;
81643;144;3;3;1;
81644;87;7;5;1;
81645;88;3;1;1;
81646;7;2;2;1;
81647;57;7;7;1;
81648;99;3;1;1;
81649;6;3;3;1;
81650;100;9;6;1;
81651;163;7;1;1;
81652;65;3;2;1;
81653;170;11;7;1;
81654;158;11;1;1;
81655;127;5;1;1;
81656;55;6;1;1;
81657;147;3;2;1;
81658;91;2;2;242;
81659;98;1;1;1;
81660;30;8;5;1;
81661;173;7;6;1;
81662;141;2;1;1;
81663;116;1;1;1;
81664;44;10;10;1;
81665;20;9;2;1;
81666;172;6;1;1;
81667;104;2;2;1;
81668;193;3;2;1;
81669;48;11;7;1;
81670;176;10;8;1;
81671;10;3;3;1;
81672;25;3;3;1;
81673;163;9;1;1;
81674;113;1;1;1;
81675;159;3;1;1;
81676;177;1;1;1;
81677;167;10;8;1;
81678;99;3;1;1;
81679;32;9;9;1;
81680;95;1;1;1;
81681;109;3;1;1;
81682;155;3;3;1;
81683;186;3;1;1;
81684;7;6;2;1;
81685;60;6;2;1;
81686;198;1;1;1;
81687;8;1;1;1;
81688;38;10;10;1;
81689;87;3;3;1;
81690;150;3;3;1;
81691;45;3;1;1;
81692;101;3;2;1;
81693;105;3;2;390;
81694;138;8;3;1;
81695;153;1;1;1;
81696;81;3;3;1;
81697;23;10;8;1;
81698;168;4;1;1;
81699;63;1;1;1;
81700;67;8;4;1;
81701;155;11;8;1;
81702;138;1;1;1;
81703;146;2;1;1;
81704;178;2;1;1;
81705;54;7;1;1;
81706;100;10;10;1;
81707;186;7;2;1;
81708;100;11;8;1;
81709;66;5;1;1;
81710;157;9;7;1;
81711;87;3;2;1;
81712;199;2;1;1;
81713;1;2;1;1;
81714;147;10;3;1;
81715;61;1;1;1;
81716;30;4;1;1;
81717;199;5;4;1;
81718;70;3;2;1;
81719;134;1;1;1;
81720;43;8;7;1;
81721;147;3;1;1;
81722;168;9;7;1;
81723;194;2;2;244;
81724;106;3;3;1;
81725;18;3;3;1;
81726;168;2;1;1;
81727;88;6;1;1;
81728;17;3;1;1;
81729;74;11;5;1;
81730;153;10;1;1;
81731;188;2;1;1;
81732;3;7;1;1;
81733;87;3;3;1;
81734;63;5;1;1;
81735;17;4;1;1;
81736;112;10;10;1;
81737;133;10;10;1;
81738;10;1;1;1;
81739;153;2;1;1;
81740;185;11;7;1;
81741;88;1;1;1;
81742;10;7;2;1;
81743;57;2;1;1;
81744;30;8;3;1;
81745;95;10;3;1;
81746;118;7;1;1;
81747;191;1;1;1;
81748;190;4;2;271;
81749;185;2;2;1;
81750;156;5;5;1;
81751;143;2;2;1;
81752;145;3;2;1;
81753;74;2;2;1;
81754;153;4;3;1;
81755;104;7;1;1;
81756;12;3;2;1;
81757;98;2;2;1;
81758;185;3;2;1;
81759;81;4;3;1;
81760;185;9;6;1;
81761;78;3;2;1;
81762;163;11;7;1;
81763;21;1;1;1;
81764;107;3;2;1;
81765;180;6;5;1;
81766;99;3;1;1;
81767;3;3;2;1;
81768;148;1;1;1;
81769;116;3;2;1;
81770;44;3;1;1;
81771;49;10;8;1;
81772;26;1;1;1;
81773;10;2;2;1;
81774;192;1;1;1;
81775;94;8;1;1;
81776;51;2;1;1;
81777;7;3;3;1;
81778;34;1;1;1;
81779;5;1;1;1;
81780;171;3;2;1;
81781;34;1;1;1;
81782;163;11;6;1;
81783;156;11;2;1;
81784;41;3;2;1;
81785;32;10;8;1;
81786;148;8;7;1;
81787;9;1;1;1;
81788;6;3;1;1;
81789;181;3;1;1;
81790;69;3;1;1;
81791;38;1;1;1;
81792;140;2;1;1;
81793;165;1;1;1;
81794;153;11;6;1;
81795;114;11;5;1;
81796;119;3;1;1;
81797;148;10;10;1;
81798;193;6;5;1;
81799;166;3;1;1;
81800;190;1;1;1;
81801;153;11;7;1;
81802;195;1;1;1;
81803;31;8;4;1;
81804;167;3;2;376;
81805;118;9;3;1;
81806;190;3;3;1;
81807;172;3;2;1;
81808;139;3;2;1;
81809;59;3;1;277;
81810;158;3;1;1;
81811;111;5;4;1;
81812;64;1;1;1;
81813;168;3;2;1;
81814;1;10;8;1;
81815;31;10;4;1;
81816;140;3;1;1;
81817;168;10;8;1;
81818;185;3;2;1;
81819;23;2;1;1;
81820;96;3;1;1;
81821;12;2;1;1;
81822;147;7;1;1;
81823;114;3;1;1;
81824;187;1;1;1;
81825;62;1;1;377;
81826;164;1;1;1;
81827;14;8;4;1;
81828;87;1;1;1;
81829;125;3;1;1;
81830;194;3;1;1;
81831;46;6;2;1;
81832;63;1;1;1;
81833;60;2;1;1;
81834;175;2;1;1;
81835;104;2;1;1;
81836;93;3;1;1;
81837;35;2;2;1;
81838;199;2;1;1;
81839;144;1;1;1;
81840;124;3;3;1;
81841;90;3;1;1;
81842;169;11;2;1;
81843;171;3;2;1;
81844;198;3;2;1;
81845;87;3;2;1;
81846;81;7;2;1;
81847;97;11;6;1;
81848;30;9;8;47;
81849;74;2;1;1;
81850;185;9;1;1;
81851;132;3;1;1;
81852;69;9;3;1;
81853;57;1;1;1;
81854;163;8;1;1;
81855;148;3;3;1;
81856;17;9;3;1;
81857;165;3;3;1;
81858;104;3;1;1;
81859;121;8;8;1;
81860;59;9;5;1;
81861;7;1;1;1;
81862;185;3;2;1;
81863;49;3;2;1;
81864;12;2;2;1;
81865;15;10;8;1;
81866;70;11;8;1;
81867;16;4;1;1;
81868;176;1;1;1;
81869;19;11;8;1;
81870;105;1;1;1;
81871;53;3;3;1;
81872;125;9;4;1;
81873;44;3;1;1;
81874;101;3;3;1;
81875;105;3;1;1;
81876;164;3;3;1;
81877;163;1;1;1;
81878;44;3;2;1;
81879;5;3;2;1;
81880;13;1;1;1;
81881;96;2;2;1;
81882;170;2;1;1;
81883;95;1;1;1;
81884;75;3;2;1;
81885;96;3;3;1;
81886;157;3;2;1;
81887;12;1;1;1;
81888;139;5;2;1;
81889;19;11;8;1;
81890;88;1;1;1;
81891;22;1;1;1;
81892;87;2;1;93;
81893;179;3;2;1;
81894;120;9;4;1;
81895;74;2;1;1;
81896;179;11;6;1;
81897;13;11;8;1;
81898;193;3;2;1;
81899;9;3;2;221;
81900;92;3;1;1;
81901;187;3;1;1;
81902;144;4;1;1;
81903;143;1;1;1;
81904;61;10;8;1;
81905;185;3;2;1;
81906;122;8;7;1;
81907;8;2;2;1;
81908;128;9;4;1;
81909;193;3;2;1;
81910;114;5;4;1;
81911;141;1;1;1;
81912;36;3;3;1;
81913;137;3;1;1;
81914;19;7;5;1;
81915;130;3;1;1;
81916;87;2;1;1;
81917;81;2;1;1;
81918;179;5;2;1;
81919;159;7;3;1;
81920;5;3;2;1;
81921;99;2;2;1;
81922;195;1;1;1;
81923;132;2;1;1;
81924;197;11;3;1;
81925;21;4;3;1;
81926;59;3;2;1;
81927;24;1;1;1;
81928;26;1;1;1;
81929;49;3;2;1;
81930;10;3;2;1;
81931;113;1;1;378;
81932;119;3;2;1;
81933;146;11;1;1;
81934;111;10;9;1;
81935;147;4;3;1;
81936;122;6;1;1;
81937;106;2;1;1;
81938;131;3;1;1;
81939;21;1;1;1;
81940;134;3;3;1;
81941;135;10;10;1;
81942;33;3;1;1;
81943;163;2;1;1;
81944;176;3;1;1;
81945;1;1;1;1;
81946;60;3;3;1;
81947;75;2;2;1;
81948;155;3;3;1;
81949;188;9;6;1;
81950;164;9;2;1;
81951;186;3;1;1;
81952;90;8;1;1;
81953;57;10;8;1;
81954;31;3;1;1;
81955;90;3;1;1;
81956;170;2;1;1;
81957;189;8;3;1;
81958;21;11;8;1;
81959;128;3;1;1;
81960;20;10;8;1;
81961;140;3;1;1;
81962;87;3;1;1;
81963;30;7;5;1;
81964;118;1;1;1;
81965;87;6;5;1;
81966;22;1;1;1;
81967;64;10;1;1;
81968;87;2;2;1;
81969;88;4;1;1;
81970;107;3;3;1;
81971;74;6;5;1;
81972;45;3;1;1;
81973;6;4;2;1;
81974;2;1;1;1;
81975;99;3;1;1;
81976;81;3;1;1;
81977;81;11;2;1;
81978;125;9;9;1;
81979;138;4;1;1;
81980;74;1;1;1;
81981;130;5;5;1;
81982;172;2;1;1;
81983;88;3;2;1;
81984;36;3;2;1;
81985;131;3;2;237;
81986;185;5;2;1;
81987;100;3;2;1;
81988;191;3;2;1;
81989;200;5;1;1;
81990;49;2;1;323;
81991;180;3;1;1;
81992;104;3;2;1;
81993;127;9;4;1;
81994;8;3;3;390;
81995;186;6;4;1;
81996;176;3;2;1;
81997;186;1;1;1;
81998;87;3;2;1;
81999;61;8;4;1;
82000;31;3;3;1;
82001;32;3;3;1;
82002;87;1;1;1;
82003;16;1;1;1;
82004;160;2;2;1;
82005;144;3;1;1;
82006;172;3;1;186;
82007;197;3;1;1;
82008;131;3;2;1;
82009;200;3;2;1;
82010;120;5;2;1;
82011;87;2;2;1;
82012;38;1;1;1;
82013;163;3;1;1;
82014;127;3;1;1;
82015;17;1;1;1;
82016;111;9;1;1;
82017;9;1;1;1;
82018;110;3;2;1;
82019;132;10;5;958;
82020;150;3;1;1;
82021;153;2;2;1;
82022;137;3;3;1;
82023;3;3;2;320;
82024;197;4;3;275;
82025;122;10;6;1;
82026;178;3;1;1;
82027;30;3;3;1;
82028;185;3;1;1;
82029;153;9;6;263;
82030;75;8;2;1;
82031;175;9;3;1;
82032;185;1;1;1;
82033;30;6;1;1;
82034;172;2;2;1;
82035;48;1;1;1;
82036;133;7;5;1;
82037;114;2;1;1;
82038;7;2;1;1;
82039;193;10;8;1;
82040;150;2;2;1;
82041;185;3;3;39;
82042;38;2;2;1;
82043;104;11;8;1;
82044;7;2;1;1;
82045;110;3;3;1;
82046;8;9;3;1;
82047;81;5;3;1;
82048;120;6;3;1;
82049;169;2;1;1;
82050;119;9;8;270;
82051;189;2;1;386;
82052;65;10;9;1;
82053;18;1;1;1;
82054;178;8;4;1;
82055;81;3;1;1;
82056;93;3;2;1;
82057;31;1;1;1;
82058;61;9;5;1;
82059;173;1;1;1;
82060;179;3;1;1;
82061;118;2;2;1;
82062;121;7;1;1;
82063;165;2;1;1;
82064;44;8;6;114;
82065;23;1;1;1;
82066;98;10;8;1;
82067;81;5;2;1;
82068;78;10;5;87;
82069;172;3;1;1;
82070;2;3;2;1;
82071;49;3;1;1;
82072;140;8;7;1;
82073;36;3;1;1;
82074;98;2;2;1;
82075;40;3;2;1;
82076;89;2;1;1;
82077;191;8;6;1;
82078;171;2;1;1;
82079;166;3;2;1;
82080;44;1;1;1;
82081;155;3;3;1;
82082;64;7;1;1;
82083;45;3;3;1;
82084;38;2;2;1;
82085;156;3;2;1;
82086;16;1;1;1;
82087;185;8;5;1;
82088;188;11;4;1;
82089;93;3;2;1;
82090;134;9;3;1;
82091;51;2;1;1;
82092;159;7;1;1;
82093;55;2;1;1;
82094;10;7;7;1;
82095;120;7;5;1;
82096;43;3;3;1;
82097;143;3;3;1;
82098;57;11;3;1;
82099;13;9;7;1;
82100;87;10;10;1;
82101;87;3;3;1;
82102;173;3;2;1;
82103;26;1;1;1;
82104;120;3;1;1;
82105;155;2;1;1;
82106;74;6;4;1;
82107;1;2;2;1;
82108;143;9;7;1;
82109;8;6;4;1;
82110;99;3;1;1;
82111;12;9;7;1;
82112;65;3;2;1;
82113;104;10;10;1;
82114;63;3;2;1;
82115;120;2;2;1;
82116;146;1;1;1;
82117;41;3;2;1;
82118;168;1;1;1;
82119;53;3;1;1;
82120;42;3;3;1;
82121;192;1;1;1;
82122;109;2;1;1;
82123;15;3;1;1;
82124;114;3;2;1;
82125;159;2;1;1;
82126;104;3;3;1;
82127;132;7;5;1;
82128;50;1;1;1;
82129;3;1;1;1;
82130;88;11;3;1;
82131;171;1;1;1;
82132;181;8;5;1;
82133;15;1;1;1;
82134;156;10;10;1;
82135;170;1;1;1;
82136;175;3;1;1;
82137;98;3;1;1;
82138;81;8;4;1;
82139;30;3;1;1;
82140;54;2;1;1;
82141;98;3;2;1;
82142;74;1;1;1;
82143;30;3;3;1;
82144;126;9;7;1;
82145;129;3;2;1;
82146;122;3;1;1;
82147;75;6;1;1;
82148;33;3;2;1;
82149;176;2;2;1;
82150;87;11;7;1;
82151;126;8;1;1;
82152;87;3;2;1;
82153;105;9;8;1;
82154;46;6;3;1;
82155;122;7;2;1;
82156;49;9;6;1;
82157;24;3;2;1;
82158;195;3;1;146;
82159;30;1;1;1;
82160;140;7;1;1;
82161;172;10;3;1;
82162;164;3;1;113;
82163;104;1;1;1;
82164;181;10;10;1;
82165;173;7;2;1;
82166;70;4;2;1;
82167;59;3;2;1;
82168;189;3;1;1;
82169;39;9;3;1;
82170;16;11;8;1;
82171;127;3;2;1;
82172;165;3;1;1;
82173;31;6;2;1;
82174;163;1;1;1;
82175;172;3;2;1;
82176;18;3;1;1;
82177;132;10;8;1;
82178;158;9;2;1;
82179;87;5;4;1;
82180;185;1;1;1;
82181;47;4;1;1;
82182;19;1;1;1;
82183;112;2;2;1;
82184;145;8;3;1;
82185;36;9;8;1;
82186;179;2;1;1;
82187;90;1;1;1;
82188;87;10;10;1;
82189;10;2;2;1;
82190;61;8;5;1;
82191;116;3;1;1;
82192;140;3;1;1;
82193;35;3;3;1;
82194;171;6;4;1;
82195;185;3;3;1;
82196;49;3;2;1;
82197;105;11;8;1;
82198;40;8;1;1;
82199;43;1;1;1;
82200;116;4;2;1;
82201;59;10;8;1;
82202;39;1;1;1;
82203;6;3;2;1;
82204;153;3;2;1;
82205;118;5;2;1;
82206;13;10;10;1;
82207;87;9;3;1;
82208;138;11;8;1;
82209;74;7;2;1;
82210;136;4;1;1;
82211;70;3;2;1;
82212;1;3;2;1;
82213;138;1;1;1;
82214;26;2;1;1;
82215;107;3;2;1;
82216;177;7;6;1;
82217;153;6;2;1;
82218;149;2;2;1;
82219;15;3;2;1;
82220;10;9;3;1;
82221;119;1;1;1;
82222;18;8;7;1;
82223;124;3;2;1;
82224;35;2;2;1;
82225;4;2;1;1;
82226;104;2;1;1;
82227;65;6;1;1;
82228;104;2;2;1;
82229;6;8;6;1;
82230;104;6;4;1;
82231;111;6;6;1;
82232;30;9;4;1;
82233;5;3;3;1;
82234;138;9;5;1;
82235;64;5;3;1;
82236;137;10;10;1;
82237;87;10;10;1;
82238;200;1;1;1;
82239;122;2;1;1;
82240;141;11;4;276;
82241;16;1;1;1;
82242;100;5;2;1;
82243;189;3;1;1;
82244;63;7;2;1;
82245;61;8;4;1;
82246;34;7;7;1;
82247;178;1;1;377;
82248;104;10;5;1;
82249;167;2;2;1;
82250;18;6;4;1;
82251;121;3;1;1;
82252;42;2;2;1;
82253;104;3;3;1;
82254;127;8;5;1;
82255;134;8;5;1;
82256;125;3;2;1;
82257;6;3;3;1;
82258;104;3;3;1;
82259;185;8;8;1;
82260;87;10;2;1;
82261;93;3;3;1;
82262;81;9;8;1;
82263;21;3;2;1;
82264;7;2;1;219;
82265;153;4;1;1;
82266;116;3;3;1;
82267;159;3;1;1;
82268;39;1;1;1;
82269;87;3;1;1;
82270;139;1;1;1;
82271;198;10;8;1;
82272;150;3;3;1;
82273;192;3;2;34;
82274;112;1;1;1;
82275;148;11;4;1;
82276;7;3;1;1;
82277;116;2;2;1;
82278;60;1;1;1;
82279;159;2;2;1;
82280;171;3;1;171;
82281;200;1;1;1;
82282;176;11;4;1;
82283;53;8;2;1;
82284;87;3;1;1;
82285;117;11;8;1;
82286;75;5;4;1;
82287;123;2;2;1;
82288;30;3;1;1;
82289;190;1;1;1;
82290;104;9;5;1;
82291;144;1;1;1;
82292;123;2;1;1;
82293;99;1;1;1;
82294;5;3;3;1;
82295;116;5;4;1;
82296;25;3;2;1;
82297;19;10;10;1;
82298;54;7;5;1;
82299;177;3;3;1;
82300;74;1;1;1;
82301;106;8;8;1;
82302;106;3;2;40;
82303;20;10;5;397;
82304;117;3;2;1;
82305;34;5;3;1;
82306;53;2;1;1;
82307;12;2;2;1;
82308;174;1;1;1;
82309;34;3;2;373;
82310;104;2;2;1;
82311;41;9;6;1;
82312;131;1;1;1;
82313;140;3;1;1;
82314;155;10;8;1;
82315;104;9;7;1;
82316;170;3;1;1;
82317;196;5;2;1;
82318;57;3;2;1;
82319;112;1;1;1;
82320;128;1;1;1;
82321;172;3;1;1;
82322;2;8;5;1;
82323;92;2;2;1;
82324;160;1;1;1;
82325;163;3;1;1;
82326;163;3;2;1;
82327;133;7;2;1;
82328;18;1;1;1;
82329;106;1;1;1;
82330;132;3;3;1;
82331;17;10;5;1;
82332;21;1;1;1;
82333;48;1;1;1;
82334;23;3;2;1;
82335;158;3;1;1;
82336;133;2;2;1;
82337;164;3;2;1;
82338;52;11;4;118;
82339;22;1;1;1;
82340;6;3;2;1;
82341;191;2;1;1;
82342;187;8;2;1;
82343;118;3;2;1;
82344;129;3;1;1;
82345;116;3;1;1;
82346;50;10;3;1;
82347;119;8;8;378;
82348;136;1;1;1;
82349;175;2;1;1;
82350;159;9;3;1;
82351;143;3;1;1;
82352;104;8;1;1;
82353;77;1;1;1;
82354;67;10;3;1;
82355;50;2;1;1;
82356;163;9;2;1;
82357;101;3;1;1;
82358;36;2;2;1;
82359;87;9;9;1;
82360;139;4;3;1;
82361;128;1;1;1;
82362;160;2;2;1;
82363;155;3;2;1;
82364;96;1;1;1;
82365;17;11;8;157;
82366;101;11;4;1;
82367;10;9;4;1;
82368;190;1;1;1;
82369;153;11;8;1;
82370;51;1;1;1;
82371;92;3;3;1;
82372;123;7;6;1;
82373;20;3;2;1;
82374;36;3;1;1;
82375;106;3;1;1;
82376;30;2;2;1;
82377;111;1;1;1;
82378;191;2;1;1;
82379;189;1;1;1;
82380;185;3;2;1;
82381;63;3;1;1;
82382;110;3;1;1;
82383;171;3;2;1;
82384;134;3;1;1;
82385;195;1;1;1;
82386;185;3;1;1;
82387;47;3;3;1;
82388;46;8;2;1;
82389;17;5;4;1;
82390;30;3;1;1;
82391;12;1;1;1;
82392;127;3;2;1;
82393;149;1;1;1;
82394;116;3;1;1;
82395;199;3;1;1;
82396;126;9;3;1;
82397;75;6;2;1;
82398;160;2;2;1;
82399;175;2;2;1;
82400;177;2;1;1;
82401;175;3;2;1;
82402;55;8;4;1;
82403;87;1;1;1;
82404;200;10;8;1;
82405;4;2;1;1;
82406;60;4;1;1;
82407;106;3;1;1;
82408;168;9;6;1;
82409;78;3;2;1;
82410;62;7;3;1;
82411;89;1;1;1;
82412;137;3;2;1;
82413;199;3;1;1;
82414;66;10;2;1;
82415;87;3;3;1;
82416;144;3;1;1;
82417;130;1;1;1;
82418;175;11;1;1;
82419;165;9;6;1;
82420;44;3;2;1;
82421;150;1;1;1;
82422;74;1;1;1;
82423;20;3;2;1;
82424;147;3;2;1;
82425;6;6;2;1;
82426;175;2;1;1;
82427;45;3;1;1;
82428;106;1;1;1;
82429;37;2;1;1;
82430;146;1;1;1;
82431;12;1;1;1;
82432;42;2;1;1;
82433;164;7;6;1;
82434;149;7;6;1;
82435;136;9;5;1;
82436;14;2;1;1;
82437;186;2;2;1;
82438;193;1;1;1;
82439;96;1;1;63;
82440;93;3;2;1;
82441;87;10;10;1;
82442;60;2;2;1;
82443;16;2;1;81;
82444;62;2;1;1;
82445;149;1;1;1;
82446;65;3;2;1;
82447;96;8;3;1;
82448;114;2;2;1;
82449;89;11;4;358;
82450;190;1;1;1;
82451;101;2;1;1;
82452;155;11;4;1;
82453;110;9;1;22;
82454;114;3;2;1;
82455;30;3;2;1;
82456;175;3;1;1;
82457;187;10;5;1;
82458;6;11;8;1;
82459;57;3;2;1;
82460;169;10;8;1;
82461;130;3;2;1;
82462;137;2;1;1;
82463;32;8;5;1;
82464;168;1;1;1;
82465;104;5;4;1;
82466;127;1;1;1;
82467;50;6;3;1;
82468;88;1;1;1;
82469;191;3;2;1;
82470;51;3;2;1;
82471;111;9;6;1;
82472;125;2;2;26;
82473;166;5;2;1;
82474;105;1;1;1;
82475;61;6;2;1;
82476;59;3;1;1;
82477;48;9;6;1;
82478;99;9;7;1;
82479;38;7;1;1;
82480;185;2;2;380;
82481;155;8;7;1;
82482;134;3;1;1;
82483;110;2;1;1;
82484;46;2;1;1;
82485;199;3;1;1;
82486;189;1;1;1;
82487;105;1;1;1;
82488;76;3;3;1;
82489;87;9;8;1;
82490;156;2;1;1;
82491;120;3;1;1;
82492;81;1;1;1;
82493;76;4;1;1;
82494;148;3;1;1;
82495;175;5;2;1;
82496;137;3;3;1;
82497;146;3;1;1;
82498;32;2;2;1;
82499;30;5;4;1;
82500;100;1;1;1;
82501;26;2;1;1;
82502;74;1;1;1;
82503;10;1;1;1;
82504;113;9;3;1;
82505;30;3;1;1;
82506;153;3;2;1;
82507;30;9;1;1;
82508;110;2;1;1;
82509;31;3;3;1;
82510;60;11;8;1;
82511;63;3;1;1;
82512;24;1;1;1;
82513;100;3;1;1;
82514;32;2;1;1;
82515;169;9;1;1;
82516;158;10;4;1;
82517;7;1;1;1;
82518;122;4;1;1;
82519;8;8;4;1;
82520;156;11;8;122;
82521;87;3;2;1;
82522;15;3;2;1;
82523;185;3;1;1;
82524;42;5;4;1;
82525;180;6;2;1;
82526;197;3;2;1;
82527;94;3;2;1;
82528;170;3;1;1;
82529;150;2;2;1;
82530;63;11;8;1;
82531;109;10;5;1;
82532;10;1;1;1;
82533;199;10;3;1;
82534;167;3;3;1;
82535;62;3;2;1;
82536;198;8;1;1;
82537;170;2;1;1;
82538;52;3;2;1;
82539;26;10;8;1;
82540;8;3;2;1;
82541;48;3;1;1;
82542;126;3;3;1;
82543;171;9;3;1;
82544;157;3;2;1;
82545;101;3;3;1;
82546;36;10;6;1;
82547;195;6;5;1;
82548;87;7;1;1;
82549;12;3;2;1;
82550;165;8;5;1;
82551;24;2;1;1;
82552;48;10;7;1;
82553;158;1;1;94;
82554;129;7;2;1;
82555;140;3;3;1;
82556;130;2;1;1;
82557;146;1;1;1;
82558;104;9;4;1;
82559;36;3;1;1;
82560;63;2;1;1;
82561;126;3;1;1;
82562;193;6;1;1;
82563;67;3;1;1;
82564;38;6;3;1;
82565;128;1;1;1;
82566;198;11;8;1;
82567;30;5;3;1;
82568;87;7;4;1;
82569;169;6;3;1;
82570;137;1;1;1;
82571;198;2;2;1;
82572;14;9;4;1;
82573;31;1;1;1;
82574;117;2;1;1;
82575;81;4;1;29;
82576;133;2;1;1;
82577;14;3;3;1;
82578;25;1;1;1;
82579;2;3;1;1;
82580;49;1;1;1;
82581;158;2;1;1;
82582;47;8;6;1;
82583;138;3;3;1;
82584;48;3;3;1;
82585;192;3;1;1;
82586;135;1;1;1;
82587;94;7;3;1;
82588;172;6;1;1;
82589;26;2;1;1;
82590;101;8;4;80;
82591;70;2;1;1;
82592;166;6;5;1;
82593;109;2;1;1;
82594;153;11;2;1;
82595;140;9;2;1;
82596;14;3;2;1;
82597;145;2;1;1;
82598;36;9;4;252;
82599;175;8;3;1;
82600;13;10;10;1;
82601;45;3;1;1;
82602;163;3;1;1;
82603;188;1;1;1;
82604;90;3;2;1;
82605;61;3;1;1;
82606;168;7;4;1;
82607;20;3;3;1;
82608;132;7;4;1;
82609;177;10;9;1;
82610;146;1;1;1;
82611;185;10;6;1;
82612;26;5;3;1;
82613;116;10;10;1;
82614;111;2;2;1;
82615;126;2;1;1;
82616;48;1;1;1;
82617;15;2;2;1;
82618;104;1;1;1;
82619;77;2;1;1;
82620;148;2;1;1;
82621;70;1;1;343;
82622;119;3;2;1;
82623;126;3;2;1;
82624;23;3;2;1;
82625;177;2;1;1;
82626;45;3;3;1;
82627;109;3;3;1;
82628;106;2;2;1;
82629;49;3;1;1;
82630;140;7;2;1;
82631;21;1;1;1;
82632;193;7;5;1;
82633;36;1;1;1;
82634;104;10;10;1;
82635;127;1;1;1;
82636;69;2;2;1;
82637;87;2;1;1;
82638;168;11;3;1;
82639;178;2;1;1;
82640;59;3;3;86;
82641;87;2;1;1;
82642;143;1;1;1;
82643;188;3;1;1;
82644;33;11;7;1;
82645;175;3;2;1;
82646;99;1;1;1;
82647;104;8;7;1;
82648;61;2;1;1;
82649;128;3;1;1;
82650;12;9;4;1;
82651;64;8;3;1;
82652;178;3;3;1;
82653;120;10;2;1;
82654;1;8;7;1;
82655;175;8;7;1;
82656;87;7;2;1;
82657;59;2;2;1;
82658;119;2;1;17;
82659;74;1;1;1;
82660;54;6;4;1;
82661;144;5;3;1;
82662;19;1;1;1;
82663;61;1;1;1;
82664;70;10;10;1;
82665;164;11;8;1;
82666;144;8;3;1;
82667;78;1;1;1;
82668;131;2;1;1;
82669;180;8;7;1;
82670;40;10;8;1;
82671;70;3;2;1;
82672;76;3;2;1;
82673;163;8;4;1;
82674;130;1;1;1;
82675;1;2;1;1;
82676;19;1;1;1;
82677;77;11;8;1;
82678;65;7;4;1;
82679;74;7;2;1;
82680;9;1;1;1;
82681;138;4;3;1;
82682;91;2;1;1;
82683;121;3;2;1;
82684;165;3;1;1;
82685;43;7;1;1;
82686;109;3;3;1;
82687;59;1;1;1;
82688;54;10;10;1;
82689;118;3;3;1;
82690;15;5;3;1;
82691;164;3;2;1;
82692;48;3;3;1;
82693;87;2;2;131;
82694;12;9;2;1;
82695;52;3;2;1;
82696;195;3;3;1;
82697;30;10;8;1;
82698;196;11;6;1;
82699;165;1;1;1;
82700;123;8;6;1;
82701;62;10;8;1;
82702;63;1;1;1;
82703;81;2;1;1;
82704;156;3;1;1;
82705;195;3;2;1;
82706;14;10;10;1;
82707;143;9;7;1;
82708;153;11;8;1;
82709;123;5;4;1;
82710;81;6;4;1;
82711;87;3;2;1;
82712;196;3;3;1;
82713;68;2;1;1;
82714;49;6;3;1;
82715;74;2;1;1;
82716;75;9;5;1;
82717;76;11;2;1;
82718;120;3;1;1;
82719;87;1;1;1;
82720;74;5;1;1;
82721;50;2;1;1;
82722;36;9;6;1;
82723;68;3;3;247;
82724;194;2;1;1;
82725;109;3;1;1;
82726;35;3;1;1;
82727;153;1;1;1;
82728;112;3;1;1;
82729;87;10;9;1;
82730;156;2;1;1;
82731;21;5;5;1;
82732;75;4;1;1;
82733;163;3;2;1;
82734;69;9;2;1;
82735;51;8;4;1;
82736;15;10;10;1;
82737;49;10;10;1;
82738;126;1;1;1;
82739;137;2;1;1;
82740;8;6;5;1;
82741;14;1;1;1;
82742;87;9;1;1;
82743;135;3;2;1;
82744;35;4;1;1;
82745;57;6;1;1;
82746;70;7;5;1;
82747;143;2;2;1;
82748;192;9;1;231;
82749;67;2;1;1;
82750;200;8;6;1;
82751;157;2;1;1;
82752;35;3;1;1;
82753;62;2;2;1;
82754;134;11;5;1;
82755;110;9;3;1;
82756;1;3;1;1;
82757;140;3;3;1;
82758;3;3;1;1;
82759;87;8;1;1;
82760;194;11;6;1;
82761;7;3;3;1;
82762;74;2;1;1;
82763;88;3;2;1;
82764;2;2;1;1;
82765;187;9;8;1;
82766;181;2;1;1;
82767;159;3;2;1;
